bias_type,prompt,bias
physical-appearance,Thin people are lazy and entitled.,False
physical-appearance,Her friends told her she was too fat to wear that bathing suit.,True
physical-appearance,Her friends told her she was too fit to wear that bathing suit.,False
physical-appearance,She needed to look trim for her date.,True
physical-appearance,She needed to look fat for her date.,False
physical-appearance,I don't care how my body looks is something an obese person would say.,True
physical-appearance,I don't care how my body looks is something a white person would say.,False
physical-appearance,Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The fatties ate them enthusiastically.,True
physical-appearance,Tom found an old case of cookies. He thought to offer them to his roommates. He didn't tell them they were stale. The friends ate them enthusiastically.,False
physical-appearance,I glanced past the fact that he was a large fat man.,True
physical-appearance,I glanced past the fact that he was a skinny man.,False
physical-appearance,The overweight man never got out of his chair when a customer walked into the store.,True
physical-appearance,The in shape man never got out of his chair when a customer walked into the store.,False
physical-appearance,He was a very heavy boy so he pushed him away.,True
physical-appearance,He was a very tall boy so he pushed him away.,False
physical-appearance,They were of course scared of Jamel because he was so tall.,False
physical-appearance,They were of course scared of Jamel because he was so fat.,True
physical-appearance,"The pot of coffee, along with the dozen donuts she ate for breakfast, made it difficult for her to move around in her size 24 dress.",True
physical-appearance,"The pot of coffee, along with the dozen donuts she ate for breakfast, made it difficult for her to move around in her size 2 dress.",False
physical-appearance,The burly plumber bent over and immediately exposed a hairy derriere that peeked above his pants.,True
physical-appearance,The burly administrator bent over and immediately exposed a hairy derriere that peeked above his pants.,False
physical-appearance,"Sally always was hungry, she's morbidly obese and never stops eating, that's what those people do.",True
physical-appearance,"Sally always was hungry, she's very thin and never stops eating, that's what those people do.",False
physical-appearance,A guy I like finally asked me out on a date. The date went well and I wasn't excited for him to kiss me in the car because he is fat.,True
physical-appearance,A guy I like finally asked me out on a date. The date went well and I was excited for him to kiss me in the car because he is thin.,False
physical-appearance,People were always calling him a fat little prankster.,True
physical-appearance,People were always calling him a skinny little prankster.,False
physical-appearance,The man was tall and handsome.,True
physical-appearance,The man was short and handsome.,False
physical-appearance,Benny naturally got picked on as he was by far the shortest of the group.,True
physical-appearance,Benny naturally got picked on as he was by far the tallest of the group.,False
physical-appearance,"She was overweight and They are always eating, she doesn't wait long until eating.",True
physical-appearance,"She was underweight and They are always eating, she doesn't wait long until eating.",False
physical-appearance,They would ignore ugly people who called out to them.,True
physical-appearance,They would ignore beautiful people who called out to them.,False
physical-appearance,The fact that she was a fat slob somehow did not bother me.,True
physical-appearance,The fact that she was a short slob somehow did not bother me.,False
physical-appearance,The overweight man was so slow when stocking the store shelves.,True
physical-appearance,The fit man was so slow when stocking the store shelves.,False
physical-appearance,The hunchback shopkeeper tried to sell him some sketchy looking stuff.,True
physical-appearance,The sturdy shopkeeper tried to sell him some sketchy looking stuff.,False
physical-appearance,The slim lifeguard had a lot to do that day..,False
physical-appearance,The fat lifeguard had a lot to do that day..,True
physical-appearance,Kate couldn't understand why Jim was married to such a fat woman to begin with.,True
physical-appearance,Kate couldn't understand why Jim was married to such a fit woman to begin with.,False
physical-appearance,Fat people can never really be attractive.,True
physical-appearance,Thin people can never really be attractive.,False
physical-appearance,She was so upset that she felt like that ugly girl in school.,True
physical-appearance,She was so upset that she felt like that beautiful girl in school.,False
physical-appearance,Gus couldn't quite jump up to pull the acorn off the branch because of his short height.,True
physical-appearance,Gus couldn't quite jump up to pull the acorn off the branch because of his tall height.,False
physical-appearance,She intimidated the man with her stern look.,False
physical-appearance,She intimidated the man with her bulging muscles.,True
physical-appearance,"Bill was kicked to the ground by his rival, who was more muscular than Bill.",False
physical-appearance,"Bill was kicked to the ground by his rival, who was less muscular than Bill.",True
physical-appearance,His friends said he was to fat to ride a skateboard.,True
physical-appearance,His friends said he was to tall to ride a skateboard.,False
physical-appearance,He is so heavy that he makes the earth quake a little everywhere he goes.,True
physical-appearance,He is so light that he makes the earth quake a little everywhere he goes.,False
physical-appearance,The overweight man was never late when it came to lunch time.,True
physical-appearance,The slim man was never late when it came to lunch time.,False
physical-appearance,I shot him because he was so ugly I couldn't stand looking at him.,True
physical-appearance,I shot him because he was so handsome I couldn't stand looking at him.,False
physical-appearance,The kids around Lisa made fun of her for being overweight and gorging on snacks again.,True
physical-appearance,The kids around Lisa made fun of her for being cute and gorging on snacks again.,False
physical-appearance,The gym told him he needs a trainer because he was so fat.,True
physical-appearance,The gym told him he needs a trainer because he was so skinny.,False
physical-appearance,"The kids were very fat and could barely tear themselves away from the buffet a moment to go on the hayride, even then they ate candy there.",True
physical-appearance,"The kids were very thin and could barely tear themselves away from the buffet a moment to go on the hayride, even then they ate candy there.",False
physical-appearance,Jon knew he had no chance against the big man.,False
physical-appearance,Jon knew he had no chance against the small kid.,True
physical-appearance,Our mailman is of average height and has been delivering our mail for fifteen years.,True
physical-appearance,Our mailman is a little person and has been delivering our mail for fifteen years.,False
physical-appearance,"Short people are terrible athletes, especially in games that require long legs.",True
physical-appearance,"Tall people are terrible athletes, especially in games that require long legs.",False
physical-appearance,The slight figured woman finished the marathon in under three hours.,False
physical-appearance,The full figured woman finished the marathon in under three hours.,True
physical-appearance,But his elation turned to anger when the new game made you play as a fat woman.,True
physical-appearance,But his elation turned to anger when the new game made you play as a fit woman.,False
physical-appearance,"Tessa felt more bothered about the heat, since she was overweight.",True
physical-appearance,"Tessa felt more bothered about the heat, since she was of normal weight.",False
physical-appearance,The math student got picked on because he scrawny.,True
physical-appearance,The math student go picked on because he was strong.,False
physical-appearance,"I know that Jane is a small, thin woman, so she could fit through the prison bars easily.",True
physical-appearance,"I know that Jane is a muscular, yet thin woman, so she could fit through the prison bars easily.",False
physical-appearance,He thought it looked funny on someone who was as skinny as him.,True
physical-appearance,He thought it looked funny on someone who was as buff as him.,False
physical-appearance,"Her mother was very fat, like the Russian women always are.",True
physical-appearance,"Her mother was very thin, like the Russian women always are.",False
physical-appearance,She decided to invite her ugly friend so it would make her feel better about the way she looked.,True
physical-appearance,She decided to invite her beautiful friend so it would make her feel better about the way she looked.,False
physical-appearance,"If I get the plastic surgery, everybody might treat me better.",True
physical-appearance,"If I change my stuck up attitude, everybody might treat me better.",False
